"country","article_name","revision_id","article_quality","population"
"Italy","Luigi Scotti",738730924,"Stub",62466780
"Brazil","Beto Richa",738733839,"Stub",204519398
"Norway","Håkon Fimland",738747992,"Stub",5194411
"Spain","Heribert Barrera",738765577,"Stub",46368000
"Poland","Jakub Ignacy Łaszczyński",738765711,"Stub",38478001
"Germany","Adrian von der Linde",738767098,"Stub",81132000
"Bangladesh","Q. A. M. A. Rahim",738792150,"Stub",160411000
"Poland","Józef Buzek",738792758,"Start",38478001
"Brazil","Bernardo Vieira de Melo",738799879,"Stub",204519398
"Dominican Republic","Yadira Henríquez",738799956,"Start",10508000
"Brazil","Cipriano Barata",738801802,"Stub",204519398
"Cambodia","Khieu Thavika",738804016,"Stub",15417100
"Zimbabwe","Sesel Zvidzai",738810400,"Stub",17354000
"China","Hong Lei (diplomat)",738817953,"Stub",1371920000
"Haiti","Paul Antoine Bien-Aimé",738818274,"Stub",10924000
"Spain","Francesc de Paula Burguera",738846456,"Stub",46368000
"Argentina","Bonifacio del Carril",738846937,"Stub",42426000
"Chad","Ahmed Koulamallah",738855197,"Start",13707000
"France","William Bertrand",738863288,"Stub",64346720
"Sweden","Anna Johansson-Visborg",738870678,"Start",9804792
"Finland","Fredrik Stjernvall",738872256,"Stub",5476031
"Portugal","Tomé de Barros Queirós",738874479,"Stub",10349000
"Costa Rica","Rodrigo Alberto Carazo Zeledón",738879179,"Stub",4832000
"Mexico","Alfredo Rogerio Pérez Bravo",738881585,"Stub",127017000
"Germany","Johann Christian von Boyneburg",738900867,"Stub",81132000
"Switzerland","Sigmund von Erlach",738911453,"Stub",8292851
"South Africa","Owen Lanyon",738918792,"Start",55041000
"Canada","Stanley Hall (politician)",738943928,"Start",35833000
"Grenada","Alleyne Walker",738944623,"Stub",111000
"Grenada","Joseph Gilbert (politician)",738944631,"Stub",111000
"Paraguay","Pedro Juan Caballero (politician)",738956283,"C",7020000
"Albania","List of Albanian politicians",738972939,"Stub",2892000
"United Kingdom","George Dick (Governor of Bombay)",738973611,"Stub",65092000
"Tajikistan","Rajabboy Norkallayev",738984692,"Stub",8452153
"Tajikistan","Faridun Muhiddinov",738984697,"Stub",8452153
"Guinea","Elhadj Oumar Traoré",738985325,"Stub",10985600
"Gabon","Michel Akouloua",738986196,"Stub",1751000
"France","François-Gabriel D'Angeac",738986838,"C",64346720
"Cambodia","Norodom Phurissara",738987957,"Start",15417100
"Cambodia","Daran Kravanh",738989624,"Stub",15417100
"Madagascar","Boniface Berthin Zakahely",738990082,"Stub",23047400
"Madagascar","Fidson Mananjara",738990100,"Stub",23047400
"Madagascar","Maolidy",738990108,"Stub",23047400
"Madagascar","Jean de la Croix Ramambason",738990120,"Stub",23047400
"Madagascar","Didier Léandre Tsiajotso",738990604,"Stub",23047400
"Madagascar","Zafimiarina",738990608,"Stub",23047400
"Madagascar","André Avison Tsitohery",738990614,"Stub",23047400
"Madagascar","Christian Nestor Velo",738990619,"Stub",23047400
"Madagascar","Marcel Velonirina",738990625,"Stub",23047400
"Cambodia","Sisowath Monireth",738992094,"Start",15417100
"Cambodia","Sisowath Youtevong",738992441,"Start",15417100
"Zimbabwe","Samuel Sipepa Nkomo",738992625,"Stub",17354000
"Zimbabwe","Faber Chidarikire",738992871,"Start",17354000
"Zimbabwe","Willard Chiwewe",738992910,"Stub",17354000
"Zimbabwe","Martin Dinha",738992918,"Stub",17354000
"Italy","Alessandro Minuto-Rizzo",739000454,"Stub",62466780
"Nauru","Christine Dowiyogo",739017189,"Stub",10860
"New Zealand","James Thomas Hogan",739019530,"Start",4598066
"Australia","James Hegney",739022102,"Start",23888000
"Malta","Frank Portelli",739024593,"Stub",431486
"Argentina","María Beatriz Nofal",739037393,"Start",42426000
"Kosovo","Bahri Oruçi",739044034,"Stub",1802000
"Lebanon","Afif Ayyub",739077956,"Stub",6185000
"Algeria","Abdelhamid Temmar",739114957,"Stub",39948000
"Fiji","Atunaisa Kaloumaira",739114989,"Stub",867000
"Fiji","Isaia Gonewai",739114994,"Stub",867000
"Fiji","Eminoni Ranacovu",739114999,"Stub",867000
"Fiji","Matareti Sarasau",739115008,"Stub",867000
"France","Valérie Dupont",739115995,"Stub",64346720
"Brazil","Vicentinho Alves",739117347,"Stub",204519398
"Brazil","Sérgio Petecão",739119076,"Stub",204519398
"Brazil","Neudo Ribeiro Campos",739121400,"Stub",204519398
"Nigeria","Sarafa Tunji Ishola",739125240,"Start",181839400
"Israel","Motti Malka",739126835,"Stub",8375384
"Nigeria","John Mark Inienger",739129789,"Start",181839400
"Canada","Samuel Genest",739134923,"Start",35833000
"Afghanistan","Abdul Hadi Arghandiwal",739136660,"Stub",32247000
"Zimbabwe","Herbert Ushewokunze",739137894,"Stub",17354000
"Mexico","Leticia Userralde",739139096,"Stub",127017000
"France","Henry Dorgères",739142369,"Stub",64346720
"Albania","Xhezair Zaganjori",739159083,"Start",2892000
"Costa Rica","Alfio Piva",739159758,"Stub",4832000
"Costa Rica","Luis Liberman",739159948,"Stub",4832000
"Italy","Marco Bertolotto",739163481,"Start",62466780
"Bulgaria","Nikola Lazarov",739166479,"Start",7181000
"China","Jiao Li",739170240,"Stub",1371920000
"Nigeria","Adamu Waziri",739175973,"Start",181839400
"Nigeria","Abubakar Sadiq A. Mohammed",739176020,"Stub",181839400
"Bolivia","Luis Revilla",739185940,"Stub",10475500
"Belgium","Pierre-Yves Monette",739189449,"Stub",11211064
"China","Zhang Lichang",739215419,"Stub",1371920000
"Cambodia","Ou Chanrith",739217591,"Stub",15417100
"Azerbaijan","Ali M. Hasanov",739241417,"Start",9651000
"Azerbaijan","Arzu Rahimov",739247117,"Start",9651000
"Brazil","Paulo Bauer",739248918,"Stub",204519398
"Fiji","Ram Sharan",739265149,"Stub",867000
"Philippines","Indanan Kasim Daud",739266876,"Stub",102965300
"Brazil","Uladislau Herculano de Freitas",739267903,"Stub",204519398
"Philippines","Demetrio Cortes",739269271,"Stub",102965300
"Romania","Grigore Sturdza",739279129,"Stub",19838662
"Romania","Ion Ionescu de la Brad",739279145,"Start",19838662
"Kenya","Kinuthia Murugu",739284201,"Start",44306000
"Ukraine","Viacheslav Suprunenko",739294076,"Start",42828300
"Chile","Arturo Alessandri Besa",739297939,"Stub",18025000
"Guatemala","Eduardo Suger",739309553,"Stub",16183752
"Thailand","Surawit Khonsomboon",739317225,"Start",65121250
"Namibia","Clemens Kashuupulwa",739326407,"Stub",2482100
"Morocco","Habib El Malki",739378376,"Stub",34121000
"Myanmar","Ohn Kyaing",739383038,"Start",52147000
"Myanmar","Paw Khin",739383046,"Stub",52147000
"Switzerland","Giovanni Battista Pioda",739400678,"Stub",8292851
"Switzerland","Jean-Jacques Challet-Venel",739400938,"Stub",8292851
"Switzerland","Victor Ruffy",739401090,"Stub",8292851
"Switzerland","Fridolin Anderwert",739401500,"Start",8292851
"Switzerland","Wilhelm Hertenstein",739401803,"Stub",8292851
"Kenya","Musa Sirma",739402154,"Stub",44306000
"Switzerland","Josef Anton Schobinger",739403621,"Stub",8292851
"Switzerland","Camille Decoppet",739403995,"Stub",8292851
"Switzerland","Edmund Schulthess",739404075,"Start",8292851
"Switzerland","Ernest Chuard",739404490,"Stub",8292851
"Switzerland","Rudolf Minger",739404936,"Stub",8292851
"Switzerland","Johannes Baumann",739405086,"Stub",8292851
"Switzerland","Hermann Obrecht",739405283,"Stub",8292851
"Switzerland","Ernst Wetter",739405377,"Stub",8292851
"Switzerland","Ernst Nobs",739405772,"Stub",8292851
"Switzerland","Rodolphe Rubattel",739405934,"Stub",8292851
"Switzerland","Josef Escher",739406286,"Stub",8292851
"Switzerland","Markus Feldmann",739406423,"Stub",8292851
"Switzerland","Max Weber (Swiss politician)",739406530,"Stub",8292851
"Switzerland","Paul Chaudet",739406773,"Stub",8292851
"Switzerland","Giuseppe Lepori",739406906,"Stub",8292851
"Switzerland","Hans-Peter Tschudi",739407434,"Stub",8292851
"Switzerland","Rudolf Gnägi",739407708,"Stub",8292851
"Switzerland","Nello Celio",739408655,"Stub",8292851
"Switzerland","Ernst Brugger",739408779,"Stub",8292851
"Switzerland","Fritz Honegger",739409211,"Stub",8292851
"Switzerland","Arnold Koller",739409914,"Start",8292851
"Switzerland","Charles Estoppey",739416130,"Stub",8292851
"Switzerland","Karl Hoffmann (Swiss politician)",739416341,"Stub",8292851
"Maldives","Ibrahim Rafeeq",739420005,"Stub",346946
"Nepal","Hem Bahadur Malla",739428787,"Stub",28039000
"Indonesia","Saifullah Yusuf",739443256,"Stub",255741973
"Mauritius","Kailash Purryag",739446110,"C",1262660
"Brazil","Lélia Gonzalez",739446136,"Start",204519398
"Sierra Leone","Moijueh Kaikai",739452793,"Start",6502960
"Ghana","Queenster Maame Pokua Sawyerr",739456701,"Stub",27672800
"Nicaragua","Fabio Gadea Mantilla",739461934,"Start",6262000
"Italy","Leandro Arpinati",739482431,"Start",62466780
"Sierra Leone","Ansumana Jaia Kaikai",739490707,"Stub",6502960
"Nepal","Dal Bahadur Sunar",739491661,"Stub",28039000
"Nepal","Kripasur Sherpa",739493409,"Stub",28039000
"Argentina","Marcos Zeida",739508147,"Stub",42426000
"Australia","Angus Macdonald (diplomat)",739513783,"Stub",23888000
"Israel","Full Zionist Union list for Israeli legislative election, 2015",739516679,"Stub",8375384
"Dominican Republic","José Francisco Peña Guaba",739516888,"Stub",10508000
"Korea, South","Yu Kil-chun",739519481,"Start",50713867
"Australia","Wayde Smith",739532494,"Stub",23888000
"China","Zhang Lebin",739541544,"Start",1371920000
"Turkey","Ali Şahin (politician, born 1934)",739557550,"Stub",78215000
"India","C. S. Ratnasabhapathy Mudaliar",739559254,"Stub",1314097616
"Benin","Vissinto Ayi d'Almeida",739559455,"Stub",10583034
"Bosnia-Herzegovina","Željko Jerkić",739598590,"Start",3650114
"South Africa","Denis Gem Shepstone",739621342,"Stub",55041000
"South Africa","Robin Carlisle",739638368,"Stub",55041000
"South Africa","Petronella Duncan",739654354,"Stub",55041000
"South Africa","Emmah More",739655088,"Stub",55041000
"Fiji","Hector Hatch",739657692,"Stub",867000
"Peru","Luis Alayza y Paz Soldán",739662036,"Stub",31151643
"France","Jacqueline Guerroudj",739680808,"Stub",64346720
"Afghanistan","Abdul Hafiz Mansoor",739695950,"Stub",32247000
"Panama","Belisario Porras Barahona",739710693,"Start",3980000
"Israel","Carmel Eliash",739727249,"Stub",8375384
"South Africa","Mosibudi Mangena",739728361,"Start",55041000
"Vietnam","Trương Đình Dzu",739752853,"B",91714080
"Slovakia","Ján Počiatek",739756181,"Stub",5424051
"Slovakia","Ľubomír Jahnátek",739756473,"Stub",5424051
"Slovakia","Martin Glváč",739756645,"Stub",5424051
"Belgium","Dany Vandenbossche",739777014,"Stub",11211064
"United States","Office-holders of the United States",739780229,"Start",321234172
"Austria","Benita Ferrero-Waldner",739807447,"Start",8615955
"United Kingdom","Sam Mézec",739831433,"Start",65092000
"Malaysia","Amir Kahar",739883043,"Stub",30788840
"France","Jacques-Alexis Thuriot de la Rosière",739889544,"Start",64346720
"Germany","Oliver Wehner",739896189,"Start",81132000
"Australia","Dawn Lawrie",739957100,"Stub",23888000
"India","Kamen Ringu",739984310,"Stub",1314097616
"France","François-Pierre Blin",740001715,"Stub",64346720
"Moldova","Nicolae Tăbăcaru",740003311,"Stub",4109000
"Moldova","Gherasim Rudi",740003328,"Stub",4109000
"Moldova","Octavian Bodișteanu",740006145,"Stub",4109000
"Moldova","Eugen Carpov",740006149,"Stub",4109000
"Moldova","Nicolae Coval",740010341,"Stub",4109000
"India","V. R. Ramanatha Iyer",740014832,"Stub",1314097616
"Bulgaria","Miroslav Naydenov",740016679,"Start",7181000
"France","Étienne-Laurent-Pierre Burnel",740023127,"Start",64346720
"Costa Rica","Juan de los Santos Madriz y Cervantes",740120212,"Stub",4832000
"India","Pranab Basu",740126873,"Stub",1314097616
"Japan","Hideto Ōnishi",740154736,"Stub",126866820
"Japan","Keizō Hamada",740154849,"Stub",126866820
"Bulgaria","Todor Tanev",740157827,"Stub",7181000
"Spain","Narciso García-Loygorri",740177650,"Stub",46368000
"Mexico","Enrique Berruga",740189371,"Stub",127017000
"Panama","Luis Anderson McNeil",740189383,"Start",3980000
"Australia","Robert Booth (Australian politician)",740205548,"Stub",23888000
"Argentina","Andrea Ruiz",740222478,"Stub",42426000
"Palestinian Territory","Abu Zakaria al-Jamal",740251014,"Stub",4481195
"Uruguay","Artiguism",740258494,"Start",3562000
"Gabon","Séraphin Moundounga",740274130,"Stub",1751000
"Canada","David Berger (Canadian politician)",740276158,"Start",35833000
"Canada","David Rotenberg",740276869,"C",35833000
"Spain","Gaspar de Borja y Velasco",740285239,"C",46368000
"Germany","Georg Voigt (politician)",740297450,"Start",81132000
"Italy","Giovanni Maria Flick",740299216,"Start",62466780
"Nigeria","Aliyu Obaje",740306640,"Stub",181839400
"United Kingdom","Liz Redfern, Baroness Redfern",740311857,"Stub",65092000
"Uruguay","Juan Andrés Ramírez",740323890,"Start",3562000
"Luxembourg","Nik Welter",740333293,"Start",569202
"Brazil","Fernando de Melo Viana",740359292,"Stub",204519398
"Chile","Sergio Onofre Jarpa",740370291,"Start",18025000
"Morocco","Nezha Chekrouni",740398936,"Stub",34121000
"Somalia","Ahmed Warsame",740401864,"Stub",11123000
"Gambia","List of Gambian politicians",740407709,"Stub",2021893
"Luxembourg","Bernard Berg",740408750,"Stub",569202
"Mauritius","John Shaw Rennie",740410033,"Start",1262660
"Lebanon","Elias Saba",740424860,"Stub",6185000
"Yemen","Faraj Said Bin Ghanem",740426622,"Stub",26737000
"France","Fernand David",740426994,"Stub",64346720
"United States","Henry William Worley",740435128,"Stub",321234172
"United Kingdom","Jim Higgins (British politician)",740438022,"Start",65092000
"Algeria","Abdelhafid Boussouf",740440784,"Stub",39948000
"Canada","Aubrey Senior",740441527,"Stub",35833000
"Nigeria","L. A. Fabunmi",740447269,"Stub",181839400
"Israel","Manya Shochat",740466812,"C",8375384
"Indonesia","Mardiyanto",740468569,"Stub",255741973
"Japan","Masa Nakayama",740469712,"Start",126866820
"Canada","Neil Fraser (civil servant)",740482412,"Stub",35833000
"Germany","Nikolaus Krell",740484440,"Start",81132000
"China","Nima-odsor",740484487,"Start",1371920000
"China","Qian Xinzhong",740501822,"Start",1371920000
"Serbia","Vladan Vasilijević",740505281,"Stub",7097190
"Sierra Leone","Mohamed Wurie Jalloh",740505871,"Stub",6502960
"Russia","Vasili Stepanovich Popov",740509277,"Stub",144302000
"Marshall Islands","Kunio Lemari",740523077,"Stub",55000
"Nepal","Takashi Miyahara",740523875,"Stub",28039000
"Lithuania","Rolandas Paulauskas",740525280,"Stub",2911203
"Australia","William Harvie Christie",740558089,"Stub",23888000
"Palestinian Territory","Mustafa al-Khalidi",740562507,"Stub",4481195
"Paraguay","Augusto Dos Santos",740570717,"Stub",7020000
"South Africa","Cathlene Labuschagne",740571249,"Stub",55041000
"Spain","Bartolome de Osuna",740573030,"Stub",46368000
"Bolivia","Juan del Granado",740588523,"Start",10475500
"Spain","Kiko Argüello",740592107,"C",46368000
"Australia","Dennis Stevenson",740599854,"Start",23888000
"Mexico","Ernesto Madero",740605862,"Stub",127017000
"Brazil","Waldir Pires",740608867,"Stub",204519398
"Kenya","Henry Conway Belfield",740618153,"Stub",44306000
"Mexico","José Woldenberg",740633669,"Start",127017000
"Mexico","Julio Rodolfo Moctezuma",740633985,"Stub",127017000
"India","Vinayak Sitaram Sarwate",740636552,"Stub",1314097616
"Cuba","Augusto Martínez Sánchez",740646211,"Stub",11139000
"Sweden","Bernhard Eriksson",740649891,"Stub",9804792
"Malta","Quinton Scerri",740654203,"Start",431486
"Malaysia","Marcus Rex",740658363,"Stub",30788840
"Austria","Alexander Spitzmüller",740683957,"Stub",8615955
"Spain","Diego de Egües y Beaumont",740685612,"Start",46368000
"Singapore","Hazel Poa",740697466,"C",5541121
"South Africa","Chris Wang",740700121,"Stub",55041000
"Jordan","Fayez Tarawneh",740703317,"Start",8118000
"Yemen","Murshed Al-Arashani",740705786,"Stub",26737000
"Algeria","Abderrachid Boukerzaza",740706219,"Stub",39948000
"Vietnam","Võ Tánh",740709272,"GA",91714080
"Bahrain","Ebrahim Daoud Nonoo",740710044,"Stub",1412299
"Australia","John Gavan Duffy",740762556,"Stub",23888000
"Serbia","Dobrica Matković",740780215,"Stub",7097190
"South Africa","Alfred Ernest Trollip",740782248,"Stub",55041000
"Australia","Rick Setter",740805853,"Stub",23888000
"Venezuela","Paulina Gamus",740807680,"Stub",30620000
"Iran","Maurice Motamed",740807949,"Start",78483446
"Iceland","Hannibal Valdimarsson",740810561,"Stub",330828
"Turkey","Hafız Mehmet",740811233,"C",78215000
"Romania","Anca Petrescu",740829501,"Stub",19838662
"Iraq","Howar Ziad",740830750,"Stub",37056000
"Spain","Ramón Rubial",740862464,"Start",46368000
"Spain","Víctor Lecumberri",740862597,"Stub",46368000
"Benin","Lionel Agbo",740863201,"Stub",10583034
"Spain","Santiago Brouard",740863220,"C",46368000
"Spain","Andoni Ortuzar",740863444,"Stub",46368000
"Canada","Thomas McKay (Northwest Territories politician)",740863576,"Start",35833000
"Spain","José Luis de Arrese",740863625,"C",46368000
"Spain","Ibon Areso",740863636,"Stub",46368000
"Spain","Iñaki Antigüedad",740863643,"Stub",46368000
"Spain","Alberto Alcocer y Ribacoba",740863658,"Stub",46368000
"Canada","Peter Fraser (Northwest Territories politician)",740863717,"Stub",35833000
"France","André Berthelot",740875363,"Stub",64346720
"Norway","Paul Christian Frank",740877951,"Start",5194411
"Mauritius","Karl Offmann",740899810,"C",1262660
"Iraq","Nuri Sheikh Salih Sheikh Ghani Barzinji",740922613,"Stub",37056000
"Israel","Aryeh Gur'el",740924025,"Stub",8375384
"Iraq","Muhammad Kader Hawdeyani",740924347,"Stub",37056000
"Turkey","Mustafa Yamulki",740924386,"Start",78215000
"France","Nicolas du Bosc",740928772,"Stub",64346720
"India","R. K. Trivedi",740935302,"Stub",1314097616
"India","Prabhudutt Brahmachari",740948267,"Stub",1314097616
"Armenia","Tigran Bekzadyan",740959008,"Stub",3017106
"Iraq","Bahnam Zaya Bulos",741002947,"Stub",37056000
"United Kingdom","My Life (Oswald Mosley autobiography)",741026702,"Start",65092000
"Spain","Ruy de Sosa",741037525,"Stub",46368000
"Sweden","Christina of Holstein-Gottorp",741049686,"C",9804792
"Fiji","Timoci Natuva",741059494,"Start",867000
"Fiji","Howard Politini Jnr",741060825,"Stub",867000
"Guatemala","Roberto Herrera Ibarguen",741064305,"Stub",16183752
"Ireland","Rod Eley",741065146,"Stub",4630308
"Australia","Rosemary Varty",741068349,"Start",23888000
"Haiti","Rosny Smarth",741068594,"Stub",10924000
"Spain","Mustafa Aberchán",741080300,"Stub",46368000
"Morocco","Mohand Laenser",741080958,"Stub",34121000
"India","Sardar Ridha Singh",741093977,"Stub",1314097616
"Poland","Bartosz Arłukowicz",741097380,"Start",38478001
"Greece","Peithias",741104625,"Stub",11520785
"Finland","Matti Morottaja",741112687,"Stub",5476031
"Norway","Isak Saba",741112768,"Stub",5194411
"Finland","Pekka Aikio",741112966,"Stub",5476031
"Norway","Berit Oskal Eira",741113003,"Stub",5194411
"Norway","Per Fokstad",741113023,"Stub",5194411
"Norway","Reidar Hirsti",741113044,"Start",5194411
"Norway","Raimo Valle",741113096,"Stub",5194411
"Norway","Steinar Pedersen (politician)",741113201,"Stub",5194411
"Norway","Hans Guttorm",741113231,"Stub",5194411
"Norway","Johan Mikkel Sara",741113252,"Stub",5194411
"Norway","Ole K. Sara",741113262,"Stub",5194411
"Norway","Inger Smuk",741113306,"Stub",5194411
"Indonesia","Alimuddin Daeng Matiro",741114375,"Stub",255741973
"Indonesia","Abdul Latif Daeng Masikki",741114701,"Stub",255741973
"Saudi Arabia","Motleb bin Abdullah Al-Nafisah",741116642,"Start",31565109
"Saudi Arabia","Mohammed Suroor Sabban",741127944,"Stub",31565109
"Indonesia","S. Kabo",741129050,"Stub",255741973
"Burundi","Council of Ministers (Burundi)",741142060,"Start",10742000
"Nigeria","Temi Ejoor",741172432,"Start",181839400
"China","Suksaha",741221181,"Start",1371920000
"India","Syed Hussain Bilgrami",741225037,"Start",1314097616
"Lebanon","Najah Wakim",741240379,"Start",6185000
"Egypt","Diaa al-Din Dawoud",741240565,"B",89074000
"Tunisia","Mohamed Messaoud Chebbi",741240587,"Stub",11026000
"Palestinian Territory","Samir Ghawshah",741240899,"Start",4481195
"Lebanon","Adnan al-Hakim",741242686,"Stub",6185000
"Iraq","'Abd al-Razzaq al-Hasani",741242691,"Start",37056000
"Austria","Hugo Jury",741244173,"Stub",8615955
"Austria","Friedrich Hillegeist",741252816,"Stub",8615955
"India","Ram Sathe",741263033,"Stub",1314097616
"Russia","Meta Vannas",741263860,"Stub",144302000
"Canada","Ron Ghitter",741266718,"Start",35833000
"Vietnam","Linh Quang Viên",741289207,"Start",91714080
"Lebanon","Sheikh Mohamad Osseiran",741308510,"Start",6185000
"Greece","Fotis Perlikos",741310535,"Stub",11520785
"Estonia","Vaino Väljas",741339927,"Start",1310504
"France","Adolphe Deitte",741344926,"Stub",64346720
"Syria","Daham Miro",741347158,"Stub",17065000
"Chile","Carmen Cardinali Paoa",741348139,"Stub",18025000
"Italy","Renzo Bossi",741352261,"Start",62466780
"Indonesia","Ngitung",741360183,"Stub",255741973
"Chad","Abbo Nassour",741369486,"C",13707000
"Congo","Abel Thauley-Ganga",741369825,"Stub",4755000
"Iraq","Awni Yusuf",741385557,"Stub",37056000
"Kenya","Joseph Lekuton",741388231,"Start",44306000
"Myanmar","Soe Maung",741413178,"Stub",52147000
"Congo","Céline Yandza",741416249,"Stub",4755000
"Finland","Thomas Wallgren",741424124,"Start",5476031
"Portugal","António Borges",741462203,"Start",10349000
"Sweden","Olivia Wigzell",741468652,"Start",9804792
"Tunisia","Mahmud ibn Muhammad",741472523,"Stub",11026000
"Tunisia","Mustafa ibn Mahmud",741472558,"Stub",11026000
"Angola","Ekuikui IV",741475212,"Stub",2.5e+07
"South Africa","Lydia Kompe",741483676,"Start",55041000
"South Africa","Bertha Gxowa",741483882,"Start",55041000
"South Africa","Helen Lamoela",741486022,"Stub",55041000
"Netherlands","Hans Gispen",741492851,"Stub",16942373
"Norway","Erna Mundal Pedersen",741493560,"Stub",5194411
"Spain","Urania Mella Serrano",741498280,"Stub",46368000
"Bolivia","Ñuflo Chávez Ortiz",741499067,"Start",10475500
"Bolivia","Celso Torrelio",741499163,"Start",10475500
"Somalia","Hussein Ali Duale",741500836,"Start",11123000
"Afghanistan","Mohammad Daud Sultanzoy",741518574,"Start",32247000
"Liberia","Franklin Siakor",741538349,"Stub",4503000
"India","Gaganvihari Lallubhai Mehta",741541041,"Stub",1314097616
"Norway","Solfrid Nilsen",741563569,"Stub",5194411
"Switzerland","Arthur Dunkel",741580733,"Stub",8292851
"Poland","Franciszek Bujak",741586145,"Start",38478001
"Czech Republic","Tomáš Eduard Šilinger",741588720,"Start",10551227
"Argentina","Ricardo Alfonsín",741625077,"Start",42426000
"Italy","Antonio Beretta",741628450,"Stub",62466780
"Netherlands","Hans Hirschfeld",741641081,"Stub",16942373
"Martinique","Louis Henri de Gueydon",741659376,"Start",379000
"Italy","Alberic II of Spoleto",741660267,"Stub",62466780
"France","Étienne de La Grange",741663193,"Stub",64346720
"Cambodia","Yem Ponhearith",741680078,"Stub",15417100
"Morocco","Latifa Akherbach",741680722,"Stub",34121000
"Gabon","Template:GabonPMs",741695483,"Stub",1751000
"Monaco","Jean Herly",741698063,"Start",38088
"Myanmar","U Razak",741722023,"Start",52147000
"Kenya","Wakoli Bifwoli",741754138,"Stub",44306000
"Bhutan","Choida Jamtsho",741782378,"Stub",757000
"Bhutan","Dupthob",741782380,"Stub",757000
"Bhutan","Wangdi Norbu",741782382,"Stub",757000
"Bhutan","Rinzin Jamtsho",741782383,"Stub",757000
"Bhutan","Jigme Wangchuk",741782385,"Stub",757000
"Bhutan","Karma Rangdol",741782387,"Stub",757000
"Bhutan","Dechen Zangmo",741782398,"Stub",757000
"Czech Republic","Petr Janyška",741798984,"Stub",10551227
"Central African Republic","Template:CAR Presidents",741801766,"Stub",5551900
"Albania","Ferdinand Poni",741807048,"Stub",2892000
"Benin","Théodore Holo",741815187,"Stub",10583034
"Guatemala","Rafael Castillo Valdez",741815434,"Stub",16183752
"Benin","Robert Dossou",741816218,"Stub",10583034
"Benin","Michel Alladaye",741816360,"Stub",10583034
"Luxembourg","Josy Barthel",741818542,"Start",569202
"Luxembourg","Albert Bousser",741818567,"Stub",569202
"Luxembourg","René Konen",741818585,"Stub",569202
"Luxembourg","Paul-Henri Meyers",741818591,"Start",569202
"Luxembourg","Étienne Schmit",741818617,"Stub",569202
"Luxembourg","Jean-Baptiste Thorn",741818621,"Stub",569202
"Luxembourg","Dominique Brasseur",741818648,"Start",569202
"Luxembourg","Émile Hamilius",741818655,"Start",569202
"Luxembourg","Léandre Lacroix",741818670,"Stub",569202
"Luxembourg","Alphonse Munchen",741818677,"Start",569202
"Luxembourg","Willy Bourg",741819079,"Start",569202
"Luxembourg","Robert Brasseur",741819090,"Start",569202
"Luxembourg","Xavier Brasseur",741819092,"Start",569202
"Luxembourg","Gaston Diderich",741819136,"Stub",569202
"Luxembourg","Lucien Dury",741819146,"Stub",569202
"Luxembourg","Paul Elvinger",741819149,"Stub",569202
"Luxembourg","Marcel Fischbach",741819169,"Stub",569202
"Luxembourg","Jean-Marie Halsdorf",741819227,"Start",569202
"Luxembourg","Luc Housse",741819253,"Stub",569202
"Luxembourg","Léon Kauffman",741819266,"Start",569202
"Luxembourg","Antoine Krier",741819285,"Stub",569202
"Luxembourg","Pierre Krier",741819295,"Stub",569202
"Luxembourg","Auguste Laval",741819315,"Start",569202
"Luxembourg","Norbert Metz",741819383,"Start",569202
"Luxembourg","Laurent Mosar",741819392,"Start",569202
"Luxembourg","Émile Mousel",741819393,"Stub",569202
"Luxembourg","Guy de Muyser",741819404,"Stub",569202
"Luxembourg","Lambert Schaus",741819464,"Start",569202
"Luxembourg","Jean-Louis Schiltz",741819469,"Stub",569202
"Luxembourg","Charles Simonis",741819511,"Stub",569202
"Luxembourg","Antoine Wehenkel",741819567,"Stub",569202
"United States","Matthew Box",741834878,"Stub",321234172
"Netherlands","Anthonie Duyck",741838170,"Start",16942373
"United Kingdom","Ernest Woodhead",741853177,"Start",65092000
"Sweden","Carl Persson",741858494,"Stub",9804792
"Bulgaria","Stanislav Stanilov",741881048,"Stub",7181000
"Montenegro","Dritan Abazović",741883456,"Stub",622421
"South Sudan","Arkangelo Bari Wanji",741886713,"Stub",12152000
"Somalia","Yasin Haji Osman Sharmarke",741889093,"Stub",11123000
"Philippines","Teddy Baguilat",741892172,"Stub",102965300
"Germany","Georg von Siemens",741917180,"Start",81132000
"Cambodia","Chrea Sochenda",741923960,"Stub",15417100
"Benin","Michel Ahouanmenou",741931863,"Start",10583034
"Myanmar","Aung Zan Wai",741975896,"Start",52147000
"Portugal","João de Alpoim",742000197,"Stub",10349000
"Portugal","Luis de Alpoim",742003553,"Start",10349000
"Cambodia","Vong Kan",742006559,"Stub",15417100
"Brazil","Vital Soares",742023854,"Stub",204519398
"France","René Hérault",742028684,"B",64346720
"Australia","George Davenport (Queensland politician)",742039265,"Start",23888000
"Spain","Antoni Siurana",742055701,"Stub",46368000
"Cambodia","Yos Son",742067282,"Stub",15417100
"Ghana","Della Sowah",742088280,"Stub",27672800
"Denmark","Poul Nielson",742094920,"Stub",5676025
"Kenya","Phares Oluoch Kanindo",742096045,"Start",44306000
"Hungary","Samson Wertheimer",742097468,"B",9835030
"Nigeria","John Yakubu",742117154,"Stub",181839400
"Mexico","Felipe Carrillo Puerto",742122892,"C",127017000
